all_cosine	all_spearman	all_direction	responsive20_cosine	responsive20_spearman	responsive20_direction	topk_recall	topk_direction	response_auroc_abs_pred	pred_abs	real_abs	responsive20_pred_abs	bottom50_pred_abs	mode	perturbation	target_genes	n_shared_sites	graph_abs	latent_abs	residual_abs	attention_mean
0.6267415881156921	0.5431356189279993	0.6578947368421053	0.7047353982925415	0.8571428571428572	0.875	0.375	1.0	0.6666666666666666	0.00032747467048466206	0.483893483877182	0.0008069254108704627	0.00019145548867527395	zero	Selumetinib		38	0.00032747467048466206	0.0	0.0	0.0010449658147990704
0.6131858229637146	0.5252902035106914	0.631578947368421	0.7999295592308044	0.8333333333333335	0.75	0.5	1.0	0.7791666666666667	0.033868201076984406	0.483893483877182	0.05247661471366882	0.021981099620461464	shuffled	Selumetinib	ABL1;KIT	38	0.000696625909768045	0.014639150351285934	0.019420893862843513	0.0025469150859862566
0.5386756062507629	0.5474053808990115	0.7105263157894737	0.5743424892425537	0.8539125638299666	0.5	0.25	1.0	0.375	0.033300381153821945	0.7516258358955383	0.03273932635784149	0.02985409088432789	true	Nilotinib	ABL1;KIT;PDGFRB	38	0.000666045059915632	0.014266395010054111	0.019262859597802162	0.002419430064037442
0.4878495931625366	0.6583097110691511	0.7631578947368421	0.5801628828048706	0.8783100656536799	0.875	0.375	1.0	0.45	0.00032747467048466206	0.7516258358955383	0.0005831684684380889	0.00027686101384460926	zero	Nilotinib		38	0.00032747467048466206	0.0	0.0	0.0010449658147990704
0.5535074472427368	0.5980951191702599	0.7368421052631579	0.5429478287696838	0.8539125638299666	0.625	0.25	1.0	0.48333333333333334	0.04441134259104729	0.7516258358955383	0.047278620302677155	0.03634911775588989	shuffled	Nilotinib	EGFR	38	7.24516503396444e-05	0.02645440399646759	0.01891738921403885	0.00030083878664299846
0.6381463408470154	0.6455004251561143	0.8157894736842105	0.9669371247291565	0.880952380952381	1.0	0.25	1.0	0.6333333333333333	0.049286287277936935	0.521217405796051	0.06063486263155937	0.055121421813964844	true	dactolisib	PIK3CA;PIK3CB;MTOR	38	0.0005376895423978567	0.022487761452794075	0.026348503306508064	0.0017461753450334072
0.6814824342727661	0.6171448264255456	0.7631578947368421	0.8188164234161377	0.9047619047619048	0.75	0.375	1.0	0.6291666666666667	0.00032747467048466206	0.521217405796051	0.0005659914459101856	0.00033707733382470906	zero	dactolisib		38	0.00032747467048466206	0.0	0.0	0.0010449658147990704
0.7888473868370056	0.7203854812630991	0.868421052631579	0.9697681069374084	0.9047619047619048	1.0	0.5	1.0	0.7	0.033300381153821945	0.521217405796051	0.04821884632110596	0.028754619881510735	shuffled	dactolisib	ABL1;KIT;PDGFRB	38	0.000666045059915632	0.014266395010054111	0.019262859597802162	0.002419430064037442
0.5727855563163757	0.45347061753674117	0.631578947368421	0.8563827276229858	0.8095238095238096	0.875	0.375	1.0	0.6375	0.03524862974882126	0.5934772491455078	0.04618924856185913	0.028773602098226547	true	vorinostat	HDAC1;HDAC2;HDAC3;HDAC6	38	0.0005090815830044448	0.013393305242061615	0.02232375741004944	0.0017180287977680564
0.5122997760772705	0.4213926622160591	0.6578947368421053	0.6397767663002014	0.7619047619047621	0.875	0.25	1.0	0.39166666666666666	0.00032747467048466206	0.5934772491455078	0.0004890809068456292	0.00027502825832925737	zero	vorinostat		38	0.00032747467048466206	0.0	0.0	0.0010449658147990704
0.5122997760772705	0.4213926622160591	0.6578947368421053	0.6397767663002014	0.7619047619047621	0.875	0.25	1.0	0.39166666666666666	0.00032747467048466206	0.5934772491455078	0.0004890809068456292	0.00027502825832925737	shuffled	vorinostat	PSMB5	38	0.00032747467048466206	0.0	0.0	0.0010449658147990704
0.5693931579589844	0.3905588772548256	0.5483870967741935	0.8670147657394409	0.8288624656799143	1.0	0.7142857142857143	1.0	0.8035714285714286	0.031447798013687134	0.5167538523674011	0.052673958241939545	0.020254725590348244	true	Ponatinib	ABL1;KIT	31	0.0007899585762061179	0.01454898715019226	0.016535062342882156	0.0029761050827801228
0.48677054047584534	0.5051443329783488	0.5483870967741935	0.5268673896789551	0.9189562119494703	0.8571428571428571	0.2857142857142857	1.0	0.5654761904761905	0.0003405830357223749	0.5167538523674011	0.0007419948233291507	0.0001164025379694067	zero	Ponatinib		31	0.0003405830357223749	0.0	0.0	0.0012610689736902714
0.5623559355735779	0.3820860090499172	0.5483870967741935	0.8635757565498352	0.8288624656799143	1.0	0.7142857142857143	1.0	0.8035714285714286	0.03217986971139908	0.5167538523674011	0.05327390879392624	0.020626090466976166	shuffled	Ponatinib	ABL1;SRC;LYN;LCK;HCK;KIT;PDGFRB;YES1	31	0.0007850300753489137	0.01493831630796194	0.01677103340625763	0.0029488278087228537
0.6355347037315369	0.6503935022053501	0.7096774193548387	0.6442831158638	0.8571428571428573	0.7142857142857143	0.2857142857142857	1.0	0.5952380952380952	0.03217986971139908	0.5215031504631042	0.04979913681745529	0.022934671491384506	true	Dasatinib	ABL1;SRC;LYN;LCK;HCK;KIT;PDGFRB;YES1	31	0.0007850300753489137	0.01493831630796194	0.01677103340625763	0.0029488278087228537
0.42850261926651	0.45471059366341776	0.6451612903225806	0.5203738212585449	0.6071428571428572	0.8571428571428571	0.42857142857142855	0.6666666666666666	0.5654761904761905	0.0003405830357223749	0.5215031504631042	0.0009472268866375089	0.00016196897195186466	zero	Dasatinib		31	0.0003405830357223749	0.0	0.0	0.0012610689736902714
0.623569667339325	0.6031875222065747	0.6774193548387096	0.6068772077560425	0.7142857142857144	0.7142857142857143	0.2857142857142857	1.0	0.6488095238095238	0.030049767345190048	0.5215031504631042	0.04799209162592888	0.019601410254836082	shuffled	Dasatinib	HDAC1;HDAC2;HDAC3;HDAC6	31	0.0005575889372266829	0.012233687564730644	0.017927853390574455	0.0020632436498999596
0.6688242554664612	0.5824088216088231	0.6774193548387096	0.7970942854881287	0.39295262399668796	0.8571428571428571	0.5714285714285714	1.0	0.7380952380952381	0.03694424405694008	0.5552261471748352	0.058575134724378586	0.029350105673074722	true	Gefitinib	EGFR	31	7.763999747112393e-05	0.022594941779971123	0.014921833761036396	0.0003467851784080267
